Date,Year,Month,Day,Hour,Microsite,Rep,Temp,RH
2015/12/3,2015,12,3,24,Open,2,6.737,94.298
2015/12/4,2015,12,4,1,Open,2,4.74,98.018
2015/12/4,2015,12,4,2,Open,2,4.011,97.983
2015/12/4,2015,12,4,3,Open,2,5.282,98.802
2015/12/4,2015,12,4,4,Open,2,5.334,98.622
2015/12/4,2015,12,4,5,Open,2,4.402,99.036
2015/12/4,2015,12,4,6,Open,2,3.617,99.222
2015/12/4,2015,12,4,7,Open,2,3.485,99.401
2015/12/4,2015,12,4,8,Open,2,3.036,99.559
2015/12/4,2015,12,4,9,Open,2,3.089,99.67
2015/12/4,2015,12,4,10,Open,2,2.37,100
2015/12/4,2015,12,4,11,Open,2,0.934,100
2015/12/4,2015,12,4,12,Open,2,2.209,100
2015/12/4,2015,12,4,13,Open,2,6.306,100
2015/12/4,2015,12,4,14,Open,2,16.534,88.004
2015/12/4,2015,12,4,15,Open,2,22.226,49.401
2015/12/4,2015,12,4,16,Open,2,25.113,40.693
2015/12/4,2015,12,4,17,Open,2,25.866,37.407
2015/12/4,2015,12,4,18,Open,2,23.256,34.698
2015/12/4,2015,12,4,19,Open,2,13.642,50.806
2015/12/4,2015,12,4,20,Open,2,6.153,81.896
2015/12/4,2015,12,4,21,Open,2,3.142,94.056
2015/12/4,2015,12,4,22,Open,2,2.823,96.148
2015/12/4,2015,12,4,23,Open,2,1.398,97.178
2015/12/4,2015,12,4,24,Open,2,1.561,97.656
2015/12/5,2015,12,5,1,Open,2,-0.648,98.006
2015/12/5,2015,12,5,2,Open,2,-1.413,97.291
2015/12/5,2015,12,5,3,Open,2,-0.339,98.685
2015/12/5,2015,12,5,4,Open,2,-0.676,99.154
2015/12/5,2015,12,5,5,Open,2,-1.441,98.463
2015/12/5,2015,12,5,6,Open,2,-1.527,98.344
2015/12/5,2015,12,5,7,Open,2,-1.441,99.026
2015/12/5,2015,12,5,8,Open,2,-0.76,99.317
2015/12/5,2015,12,5,9,Open,2,-0.704,100
2015/12/5,2015,12,5,10,Open,2,1.262,99.809
2015/12/5,2015,12,5,11,Open,2,2.021,99.744
2015/12/5,2015,12,5,12,Open,2,4.558,99.9
2015/12/5,2015,12,5,13,Open,2,8.22,97.859
2015/12/5,2015,12,5,14,Open,2,11.224,91.469
2015/12/5,2015,12,5,15,Open,2,13.618,75.695
2015/12/5,2015,12,5,16,Open,2,21.939,50.28
2015/12/5,2015,12,5,17,Open,2,20.341,60.107
2015/12/5,2015,12,5,18,Open,2,14.337,64.305
2015/12/5,2015,12,5,19,Open,2,11.88,71.378
2015/12/5,2015,12,5,20,Open,2,8.568,86.858
2015/12/5,2015,12,5,21,Open,2,5.745,94.058
2015/12/5,2015,12,5,22,Open,2,5.514,94.792
2015/12/5,2015,12,5,23,Open,2,4.999,92.962
2015/12/5,2015,12,5,24,Open,2,4.61,98.03
2015/12/6,2015,12,6,1,Open,2,5.898,87.66
2015/12/6,2015,12,6,2,Open,2,8.245,44.285
2015/12/6,2015,12,6,3,Open,2,8.444,41.766
2015/12/6,2015,12,6,4,Open,2,8.519,42.055
2015/12/6,2015,12,6,5,Open,2,7.419,45.353
2015/12/6,2015,12,6,6,Open,2,7.594,41.854
2015/12/6,2015,12,6,7,Open,2,8.693,36.702
2015/12/6,2015,12,6,8,Open,2,7.72,36.981
2015/12/6,2015,12,6,9,Open,2,6.204,42.527
2015/12/6,2015,12,6,10,Open,2,3.827,59.072
2015/12/6,2015,12,6,11,Open,2,4.999,56.204
2015/12/6,2015,12,6,12,Open,2,7.368,44.271
2015/12/6,2015,12,6,13,Open,2,9.139,44.766
2015/12/6,2015,12,6,14,Open,2,15.055,42.436
2015/12/6,2015,12,6,15,Open,2,25.744,28.462
2015/12/6,2015,12,6,16,Open,2,29.916,23.813
2015/12/6,2015,12,6,17,Open,2,30.318,25.716
2015/12/6,2015,12,6,18,Open,2,23.954,32.93
2015/12/6,2015,12,6,19,Open,2,17.058,39.755
2015/12/6,2015,12,6,20,Open,2,8.841,67.653
2015/12/6,2015,12,6,21,Open,2,6.179,72.655
2015/12/6,2015,12,6,22,Open,2,7.242,68.514
2015/12/6,2015,12,6,23,Open,2,6.636,74.59
2015/12/6,2015,12,6,24,Open,2,6.153,90.284
2015/12/7,2015,12,7,1,Open,2,6.051,92.486
2015/12/7,2015,12,7,2,Open,2,6.712,92.254
2015/12/7,2015,12,7,3,Open,2,6.585,96.667
2015/12/7,2015,12,7,4,Open,2,5.847,97.986
2015/12/7,2015,12,7,5,Open,2,4.895,99.418
2015/12/7,2015,12,7,6,Open,2,4.766,99.959
2015/12/7,2015,12,7,7,Open,2,3.906,100
2015/12/7,2015,12,7,8,Open,2,2.584,99.382
2015/12/7,2015,12,7,9,Open,2,2.823,100
2015/12/7,2015,12,7,10,Open,2,3.433,100
2015/12/7,2015,12,7,11,Open,2,3.301,100
2015/12/7,2015,12,7,12,Open,2,7.015,100
2015/12/7,2015,12,7,13,Open,2,10.369,98.776
2015/12/7,2015,12,7,14,Open,2,17.106,76.524
2015/12/7,2015,12,7,15,Open,2,21.008,62.517
2015/12/7,2015,12,7,16,Open,2,26.012,49.257
2015/12/7,2015,12,7,17,Open,2,27.308,48.362
2015/12/7,2015,12,7,18,Open,2,24.171,52.19
2015/12/7,2015,12,7,19,Open,2,17.034,68.966
2015/12/7,2015,12,7,20,Open,2,12.63,88.183
2015/12/7,2015,12,7,21,Open,2,9.238,96.195
2015/12/7,2015,12,7,22,Open,2,8.494,97.984
2015/12/7,2015,12,7,23,Open,2,8.394,99.042
2015/12/7,2015,12,7,24,Open,2,7.594,99.112
2015/12/8,2015,12,8,1,Open,2,5.616,99.333
2015/12/8,2015,12,8,2,Open,2,4.376,99.511
2015/12/8,2015,12,8,3,Open,2,4.194,100
2015/12/8,2015,12,8,4,Open,2,4.999,100
2015/12/8,2015,12,8,5,Open,2,4.141,100
2015/12/8,2015,12,8,6,Open,2,4.921,100
2015/12/8,2015,12,8,7,Open,2,6.153,100
2015/12/8,2015,12,8,8,Open,2,4.246,100
2015/12/8,2015,12,8,9,Open,2,3.591,100
2015/12/8,2015,12,8,10,Open,2,3.354,100
2015/12/8,2015,12,8,11,Open,2,4.662,100
2015/12/8,2015,12,8,12,Open,2,7.87,100
2015/12/8,2015,12,8,13,Open,2,11.321,100
2015/12/8,2015,12,8,14,Open,2,15.652,98.056
2015/12/8,2015,12,8,15,Open,2,17.962,94.023
2015/12/8,2015,12,8,16,Open,2,20.103,87.332
2015/12/8,2015,12,8,17,Open,2,21.366,73.392
2015/12/8,2015,12,8,18,Open,2,22.609,64.233
2015/12/8,2015,12,8,19,Open,2,16.725,75.823
2015/12/8,2015,12,8,20,Open,2,11.419,91.519
2015/12/8,2015,12,8,21,Open,2,8.27,97.526
2015/12/8,2015,12,8,22,Open,2,5.872,97.993
2015/12/8,2015,12,8,23,Open,2,4.662,97.85
2015/12/8,2015,12,8,24,Open,2,3.722,98.144
2015/12/9,2015,12,9,1,Open,2,4.141,99.011
2015/12/9,2015,12,9,2,Open,2,5.591,100
2015/12/9,2015,12,9,3,Open,2,4.766,100
2015/12/9,2015,12,9,4,Open,2,4.766,100
2015/12/9,2015,12,9,5,Open,2,4.714,100
2015/12/9,2015,12,9,6,Open,2,3.142,100
2015/12/9,2015,12,9,7,Open,2,4.35,100
2015/12/9,2015,12,9,8,Open,2,4.246,100
2015/12/9,2015,12,9,9,Open,2,5.231,100
2015/12/9,2015,12,9,10,Open,2,4.168,100
2015/12/9,2015,12,9,11,Open,2,6.763,100
2015/12/9,2015,12,9,12,Open,2,8.866,100
2015/12/9,2015,12,9,13,Open,2,12.34,100
2015/12/9,2015,12,9,14,Open,2,18.652,94.674
2015/12/9,2015,12,9,15,Open,2,23.569,84.865
2015/12/9,2015,12,9,16,Open,2,25.453,75.944
2015/12/9,2015,12,9,17,Open,2,25.647,53.089
2015/12/9,2015,12,9,18,Open,2,24.532,55.695
2015/12/9,2015,12,9,19,Open,2,16.368,77.217
2015/12/9,2015,12,9,20,Open,2,10.565,92.794
2015/12/9,2015,12,9,21,Open,2,7.695,96.699
2015/12/9,2015,12,9,22,Open,2,7.995,98.339
2015/12/9,2015,12,9,23,Open,2,6.661,97.944
2015/12/9,2015,12,9,24,Open,2,6.687,99.782
2015/12/10,2015,12,10,1,Open,2,7.845,99.965
2015/12/10,2015,12,10,2,Open,2,7.619,100
2015/12/10,2015,12,10,3,Open,2,7.293,100
2015/12/10,2015,12,10,4,Open,2,6.128,100
2015/12/10,2015,12,10,5,Open,2,7.242,100
2015/12/10,2015,12,10,6,Open,2,8.767,100
2015/12/10,2015,12,10,7,Open,2,8.045,100
2015/12/10,2015,12,10,8,Open,2,7.77,100
2015/12/10,2015,12,10,9,Open,2,8.145,100
2015/12/10,2015,12,10,10,Open,2,9.04,100
2015/12/10,2015,12,10,11,Open,2,9.534,100
2015/12/10,2015,12,10,12,Open,2,10.124,100
2015/12/10,2015,12,10,13,Open,2,11.005,100
2015/12/10,2015,12,10,14,Open,2,11.856,100
2015/12/10,2015,12,10,15,Open,2,12.389,97.754
2015/12/10,2015,12,10,16,Open,2,10.883,100
2015/12/10,2015,12,10,17,Open,2,11.297,99.631
2015/12/10,2015,12,10,18,Open,2,14.505,93.293
2015/12/10,2015,12,10,19,Open,2,11.686,95.742
2015/12/10,2015,12,10,20,Open,2,10.247,99.015
2015/12/10,2015,12,10,21,Open,2,8.245,97.717
2015/12/10,2015,12,10,22,Open,2,6.636,98.255
2015/12/10,2015,12,10,23,Open,2,6.458,98.132
2015/12/10,2015,12,10,24,Open,2,5.437,100
2015/12/11,2015,12,11,1,Open,2,6.763,97.456
2015/12/11,2015,12,11,2,Open,2,6.56,97.4
2015/12/11,2015,12,11,3,Open,2,3.512,100
2015/12/11,2015,12,11,4,Open,2,4.714,100
2015/12/11,2015,12,11,5,Open,2,5.308,99.245
2015/12/11,2015,12,11,6,Open,2,5.257,100
2015/12/11,2015,12,11,7,Open,2,4.714,100
2015/12/11,2015,12,11,8,Open,2,4.558,99.491
2015/12/11,2015,12,11,9,Open,2,3.406,100
2015/12/11,2015,12,11,10,Open,2,4.141,100
2015/12/11,2015,12,11,11,Open,2,4.454,100
2015/12/11,2015,12,11,12,Open,2,4.869,100
2015/12/11,2015,12,11,13,Open,2,5.796,100
2015/12/11,2015,12,11,14,Open,2,12.509,91.899
2015/12/11,2015,12,11,15,Open,2,12.727,86.428
2015/12/11,2015,12,11,16,Open,2,13.906,78.346
2015/12/11,2015,12,11,17,Open,2,14.577,61.306
2015/12/11,2015,12,11,18,Open,2,15.7,53.243
2015/12/11,2015,12,11,19,Open,2,12.437,57.208
2015/12/11,2015,12,11,20,Open,2,6.636,82.959
2015/12/11,2015,12,11,21,Open,2,5.949,86.121
2015/12/11,2015,12,11,22,Open,2,3.88,92.567
2015/12/11,2015,12,11,23,Open,2,3.248,92.451
2015/12/11,2015,12,11,24,Open,2,2.797,94.626
2015/12/12,2015,12,12,1,Open,2,2.236,96.93
2015/12/12,2015,12,12,2,Open,2,1.913,98.09
2015/12/12,2015,12,12,3,Open,2,2.236,98.613
2015/12/12,2015,12,12,4,Open,2,2.236,99.163
2015/12/12,2015,12,12,5,Open,2,1.588,98.906
2015/12/12,2015,12,12,6,Open,2,1.534,99.603
2015/12/12,2015,12,12,7,Open,2,0.934,99.122
2015/12/12,2015,12,12,8,Open,2,0.218,99.648
2015/12/12,2015,12,12,9,Open,2,-0.535,99.242
2015/12/12,2015,12,12,10,Open,2,-0.06,99.52
2015/12/12,2015,12,12,11,Open,2,0.024,99.639
2015/12/12,2015,12,12,12,Open,2,0.88,99.958
2015/12/12,2015,12,12,13,Open,2,4.35,99.552
2015/12/12,2015,12,12,14,Open,2,14.84,82.242
2015/12/12,2015,12,12,15,Open,2,20.555,49.025
2015/12/12,2015,12,12,16,Open,2,24.026,42.498
2015/12/12,2015,12,12,17,Open,2,24.726,37.756
2015/12/12,2015,12,12,18,Open,2,21.032,44.571
2015/12/12,2015,12,12,19,Open,2,12.775,54.069
2015/12/12,2015,12,12,20,Open,2,5.462,86.547
2015/12/12,2015,12,12,21,Open,2,2.93,94.54
2015/12/12,2015,12,12,22,Open,2,2.128,95.689
2015/12/12,2015,12,12,23,Open,2,2.074,96.45
2015/12/12,2015,12,12,24,Open,2,2.021,97.232
2015/12/13,2015,12,13,1,Open,2,1.126,98.678
2015/12/13,2015,12,13,2,Open,2,1.561,98.898
2015/12/13,2015,12,13,3,Open,2,2.396,98.467
2015/12/13,2015,12,13,4,Open,2,3.301,95.571
2015/12/13,2015,12,13,5,Open,2,0.522,97.554
2015/12/13,2015,12,13,6,Open,2,1.126,98.13
2015/12/13,2015,12,13,7,Open,2,-0.648,98.809
2015/12/13,2015,12,13,8,Open,2,0.467,100
2015/12/13,2015,12,13,9,Open,2,2.77,92.994
2015/12/13,2015,12,13,10,Open,2,2.85,92.792
2015/12/13,2015,12,13,11,Open,2,4.376,89.782
2015/12/13,2015,12,13,12,Open,2,7.116,82.434
2015/12/13,2015,12,13,13,Open,2,8.717,77.297
2015/12/13,2015,12,13,14,Open,2,12.413,67.221
2015/12/13,2015,12,13,15,Open,2,16.177,60.225
2015/12/13,2015,12,13,16,Open,2,11.273,95.936
2015/12/13,2015,12,13,17,Open,2,8.618,98.117
2015/12/13,2015,12,13,18,Open,2,8.145,98.677
2015/12/13,2015,12,13,19,Open,2,9.015,95.834
2015/12/13,2015,12,13,20,Open,2,5.693,98.772
2015/12/13,2015,12,13,21,Open,2,5.024,99.261
2015/12/13,2015,12,13,22,Open,2,3.749,99.043
2015/12/13,2015,12,13,23,Open,2,2.717,98.029
2015/12/13,2015,12,13,24,Open,2,1.967,98.441
2015/12/14,2015,12,14,1,Open,2,1.724,98.181
2015/12/14,2015,12,14,2,Open,2,1.344,98.622
2015/12/14,2015,12,14,3,Open,2,0.88,99.32
2015/12/14,2015,12,14,4,Open,2,0.77,99.241
2015/12/14,2015,12,14,5,Open,2,0.495,99.964
2015/12/14,2015,12,14,6,Open,2,-0.143,100
2015/12/14,2015,12,14,7,Open,2,-0.116,100
2015/12/14,2015,12,14,8,Open,2,-0.227,100
2015/12/14,2015,12,14,9,Open,2,-0.199,99.997
2015/12/14,2015,12,14,10,Open,2,-0.171,99.441
2015/12/14,2015,12,14,11,Open,2,-0.199,98.039
2015/12/14,2015,12,14,12,Open,2,-0.06,97.437
2015/12/14,2015,12,14,13,Open,2,1.724,93.993
2015/12/14,2015,12,14,14,Open,2,10.124,64.56
2015/12/14,2015,12,14,15,Open,2,13.473,50.199
2015/12/14,2015,12,14,16,Open,2,16.082,46.439
2015/12/14,2015,12,14,17,Open,2,16.32,46.312
2015/12/14,2015,12,14,18,Open,2,14.074,43.143
2015/12/14,2015,12,14,19,Open,2,6.99,50.495
2015/12/14,2015,12,14,20,Open,2,2.61,68.474
2015/12/14,2015,12,14,21,Open,2,0.825,78.189
2015/12/14,2015,12,14,22,Open,2,-0.227,75.526
2015/12/14,2015,12,14,23,Open,2,-0.845,76.373
2015/12/14,2015,12,14,24,Open,2,-0.648,76.046
2015/12/15,2015,12,15,1,Open,2,-0.507,73.6
2015/12/15,2015,12,15,2,Open,2,-0.958,80.506
2015/12/15,2015,12,15,3,Open,2,-1.015,83.831
2015/12/15,2015,12,15,4,Open,2,-1.756,89.709
2015/12/15,2015,12,15,5,Open,2,-1.47,86.098
2015/12/15,2015,12,15,6,Open,2,-1.556,85.272
2015/12/15,2015,12,15,7,Open,2,-2.334,91.979
2015/12/15,2015,12,15,8,Open,2,-2.276,89.796
2015/12/15,2015,12,15,9,Open,2,-2.421,90.077
2015/12/15,2015,12,15,10,Open,2,-2.45,87.751
2015/12/15,2015,12,15,11,Open,2,-2.83,89.087
2015/12/15,2015,12,15,12,Open,2,-1.756,83.068
2015/12/15,2015,12,15,13,Open,2,0.107,72.301
2015/12/15,2015,12,15,14,Open,2,6.408,53.791
2015/12/15,2015,12,15,15,Open,2,13.112,45.443
2015/12/15,2015,12,15,16,Open,2,16.225,39.472
2015/12/15,2015,12,15,17,Open,2,16.796,42.542
2015/12/15,2015,12,15,18,Open,2,15.605,43.038
2015/12/15,2015,12,15,19,Open,2,7.268,52.695
2015/12/15,2015,12,15,20,Open,2,1.317,82.533
2015/12/15,2015,12,15,21,Open,2,-1.327,91.368
2015/12/15,2015,12,15,22,Open,2,-2.392,93.967
2015/12/15,2015,12,15,23,Open,2,-2.508,95.607
2015/12/15,2015,12,15,24,Open,2,-2.683,94.916
2015/12/16,2015,12,16,1,Open,2,-2.771,96.103
2015/12/16,2015,12,16,2,Open,2,-2.918,97.617
2015/12/16,2015,12,16,3,Open,2,-2.625,96.948
2015/12/16,2015,12,16,4,Open,2,-2.976,96.942
2015/12/16,2015,12,16,5,Open,2,-3.807,96.307
2015/12/16,2015,12,16,6,Open,2,-4.137,96.073
2015/12/16,2015,12,16,7,Open,2,-2.976,97.271
2015/12/16,2015,12,16,8,Open,2,-2.654,97.622
2015/12/16,2015,12,16,9,Open,2,-3.926,96.203
2015/12/16,2015,12,16,10,Open,2,-4.469,97.08
2015/12/16,2015,12,16,11,Open,2,-3.866,97.719
2015/12/16,2015,12,16,12,Open,2,-2.073,98.187
2015/12/16,2015,12,16,13,Open,2,1.017,87.975
2015/12/16,2015,12,16,14,Open,2,9.928,53.381
2015/12/16,2015,12,16,15,Open,2,16.654,39.968
2015/12/16,2015,12,16,16,Open,2,21.079,36.862
2015/12/16,2015,12,16,17,Open,2,21.963,36.029
2015/12/16,2015,12,16,18,Open,2,19.222,38.889
2015/12/16,2015,12,16,19,Open,2,10.051,51.315
2015/12/16,2015,12,16,20,Open,2,2.584,79.74
2015/12/16,2015,12,16,21,Open,2,-0.845,89.623
2015/12/16,2015,12,16,22,Open,2,-1.842,93.104
2015/12/16,2015,12,16,23,Open,2,-2.45,93.951
2015/12/16,2015,12,16,24,Open,2,-2.508,94.845
2015/12/17,2015,12,17,1,Open,2,-2.131,96.045
2015/12/17,2015,12,17,2,Open,2,-2.918,95.991
2015/12/17,2015,12,17,3,Open,2,-3.153,95.522
2015/12/17,2015,12,17,4,Open,2,-3.39,95.503
2015/12/17,2015,12,17,5,Open,2,-2.073,94.582
2015/12/17,2015,12,17,6,Open,2,-3.39,96.118
2015/12/17,2015,12,17,7,Open,2,-2.596,97.239
2015/12/17,2015,12,17,8,Open,2,-3.153,97.268
2015/12/17,2015,12,17,9,Open,2,-2.596,96.01
2015/12/17,2015,12,17,10,Open,2,-2.508,95.75
2015/12/17,2015,12,17,11,Open,2,-2.392,93.775
2015/12/17,2015,12,17,12,Open,2,-1.986,95.991
2015/12/17,2015,12,17,13,Open,2,1.099,90.448
2015/12/17,2015,12,17,14,Open,2,10.932,61.233
2015/12/17,2015,12,17,15,Open,2,18.937,38.567
2015/12/17,2015,12,17,16,Open,2,23.184,32.427
2015/12/17,2015,12,17,17,Open,2,22.992,34.972
2015/12/17,2015,12,17,18,Open,2,20.77,37.747
2015/12/17,2015,12,17,19,Open,2,12.727,52.147
2015/12/17,2015,12,17,20,Open,2,4.35,81.141
2015/12/17,2015,12,17,21,Open,2,1.153,88.135
2015/12/17,2015,12,17,22,Open,2,1.643,82.661
2015/12/17,2015,12,17,23,Open,2,1.317,82.585
2015/12/17,2015,12,17,24,Open,2,-0.62,90.793
2015/12/18,2015,12,18,1,Open,2,-0.423,88.912
2015/12/18,2015,12,18,2,Open,2,-0.704,90.574
2015/12/18,2015,12,18,3,Open,2,-2.102,93.806
2015/12/18,2015,12,18,4,Open,2,-2.83,95.47
2015/12/18,2015,12,18,5,Open,2,-1.929,97.428
2015/12/18,2015,12,18,6,Open,2,-1.871,97.209
2015/12/18,2015,12,18,7,Open,2,-0.62,90.99
2015/12/18,2015,12,18,8,Open,2,-0.395,87.119
2015/12/18,2015,12,18,9,Open,2,-1.043,88.705
2015/12/18,2015,12,18,10,Open,2,-0.283,85.532
2015/12/18,2015,12,18,11,Open,2,-1.157,91.291
2015/12/18,2015,12,18,12,Open,2,-1.299,95.538
2015/12/18,2015,12,18,13,Open,2,2.584,79.661
2015/12/18,2015,12,18,14,Open,2,14.361,52.041
2015/12/18,2015,12,18,15,Open,2,21.199,36.086
2015/12/18,2015,12,18,16,Open,2,24.944,33.789
2015/12/18,2015,12,18,17,Open,2,25.647,34.054
2015/12/18,2015,12,18,18,Open,2,20.674,35.015
2015/12/18,2015,12,18,19,Open,2,12.823,58.225
2015/12/18,2015,12,18,20,Open,2,5.411,73.572
2015/12/18,2015,12,18,21,Open,2,4.063,73.679
2015/12/18,2015,12,18,22,Open,2,4.011,70.211
2015/12/18,2015,12,18,23,Open,2,0.522,90.398
2015/12/18,2015,12,18,24,Open,2,1.453,87.099
2015/12/19,2015,12,19,1,Open,2,3.406,81.924
2015/12/19,2015,12,19,2,Open,2,2.477,85.95
2015/12/19,2015,12,19,3,Open,2,1.425,92.834
2015/12/19,2015,12,19,4,Open,2,3.775,84.615
2015/12/19,2015,12,19,5,Open,2,5.462,80.651
2015/12/19,2015,12,19,6,Open,2,5.949,84.14
2015/12/19,2015,12,19,7,Open,2,5.488,98.13
2015/12/19,2015,12,19,8,Open,2,5.308,99.39
2015/12/19,2015,12,19,9,Open,2,5.488,99.973
2015/12/19,2015,12,19,10,Open,2,5.488,100
2015/12/19,2015,12,19,11,Open,2,5.539,100
2015/12/19,2015,12,19,12,Open,2,5.591,100
2015/12/19,2015,12,19,13,Open,2,6.408,100
2015/12/19,2015,12,19,14,Open,2,8.643,99.799
2015/12/19,2015,12,19,15,Open,2,12.703,95.81
2015/12/19,2015,12,19,16,Open,2,16.749,91.313
2015/12/19,2015,12,19,17,Open,2,16.177,89.284
2015/12/19,2015,12,19,18,Open,2,9.583,96.739
2015/12/19,2015,12,19,19,Open,2,8.817,97.577
2015/12/19,2015,12,19,20,Open,2,9.608,96.496
2015/12/19,2015,12,19,21,Open,2,5.024,98.438
2015/12/19,2015,12,19,22,Open,2,3.643,99.302
2015/12/19,2015,12,19,23,Open,2,2.85,99.84
2015/12/19,2015,12,19,24,Open,2,3.985,100
2015/12/20,2015,12,20,1,Open,2,1.94,99.768
2015/12/20,2015,12,20,2,Open,2,1.453,100
2015/12/20,2015,12,20,3,Open,2,1.18,100
2015/12/20,2015,12,20,4,Open,2,0.55,100
2015/12/20,2015,12,20,5,Open,2,0.577,100
2015/12/20,2015,12,20,6,Open,2,0.577,100
2015/12/20,2015,12,20,7,Open,2,0.024,100
2015/12/20,2015,12,20,8,Open,2,-0.06,100
2015/12/20,2015,12,20,9,Open,2,-0.171,100
2015/12/20,2015,12,20,10,Open,2,-0.199,100
2015/12/20,2015,12,20,11,Open,2,-0.032,100
2015/12/20,2015,12,20,12,Open,2,1.344,100
2015/12/20,2015,12,20,13,Open,2,2.77,100
2015/12/20,2015,12,20,14,Open,2,5.154,100
2015/12/20,2015,12,20,15,Open,2,9.163,93.298
2015/12/20,2015,12,20,16,Open,2,12.823,86.664
2015/12/20,2015,12,20,17,Open,2,13.594,62.973
2015/12/20,2015,12,20,18,Open,2,16.63,61.495
2015/12/20,2015,12,20,19,Open,2,13.016,70.488
2015/12/20,2015,12,20,20,Open,2,8.717,80.685
2015/12/20,2015,12,20,21,Open,2,7.066,87.3
2015/12/20,2015,12,20,22,Open,2,5.539,92.729
2015/12/20,2015,12,20,23,Open,2,5.821,92.777
2015/12/20,2015,12,20,24,Open,2,5.847,82.934
2015/12/21,2015,12,21,1,Open,2,5.847,84.691
2015/12/21,2015,12,21,2,Open,2,5.949,83.852
2015/12/21,2015,12,21,3,Open,2,6.153,84.031
2015/12/21,2015,12,21,4,Open,2,6.204,83.254
2015/12/21,2015,12,21,5,Open,2,6.331,88.898
2015/12/21,2015,12,21,6,Open,2,6.687,91.361
2015/12/21,2015,12,21,7,Open,2,6.94,92.212
2015/12/21,2015,12,21,8,Open,2,6.813,93.44
2015/12/21,2015,12,21,9,Open,2,6.661,96.293
2015/12/21,2015,12,21,10,Open,2,5.77,98.672
2015/12/21,2015,12,21,11,Open,2,6.737,96.313
2015/12/21,2015,12,21,12,Open,2,7.368,97.426
2015/12/21,2015,12,21,13,Open,2,8.717,95.051
2015/12/21,2015,12,21,14,Open,2,10.345,93.019
2015/12/21,2015,12,21,15,Open,2,11.565,91.115
2015/12/21,2015,12,21,16,Open,2,12.243,88.643
2015/12/21,2015,12,21,17,Open,2,12.389,87.092
2015/12/21,2015,12,21,18,Open,2,12.195,93.319
2015/12/21,2015,12,21,19,Open,2,11.637,97.65
2015/12/21,2015,12,21,20,Open,2,10.81,93.217
2015/12/21,2015,12,21,21,Open,2,9.608,95.491
2015/12/21,2015,12,21,22,Open,2,9.952,96.112
2015/12/21,2015,12,21,23,Open,2,9.632,98.943
2015/12/21,2015,12,21,24,Open,2,9.805,100
2015/12/22,2015,12,22,1,Open,2,9.706,100
2015/12/22,2015,12,22,2,Open,2,9.78,100
2015/12/22,2015,12,22,3,Open,2,9.977,100
2015/12/22,2015,12,22,4,Open,2,10.296,100
2015/12/22,2015,12,22,5,Open,2,10.467,100
2015/12/22,2015,12,22,6,Open,2,10.59,100
2015/12/22,2015,12,22,7,Open,2,10.565,100
2015/12/22,2015,12,22,8,Open,2,10.467,100
2015/12/22,2015,12,22,9,Open,2,10.736,100
2015/12/22,2015,12,22,10,Open,2,10.81,100
2015/12/22,2015,12,22,11,Open,2,10.932,100
2015/12/22,2015,12,22,12,Open,2,11.029,100
2015/12/22,2015,12,22,13,Open,2,12.461,100
2015/12/22,2015,12,22,14,Open,2,12.703,99.499
2015/12/22,2015,12,22,15,Open,2,16.058,96.522
2015/12/22,2015,12,22,16,Open,2,18.271,91.372
2015/12/22,2015,12,22,17,Open,2,17.677,83.702
2015/12/22,2015,12,22,18,Open,2,13.377,95.682
2015/12/22,2015,12,22,19,Open,2,12.968,97.962
2015/12/22,2015,12,22,20,Open,2,10.907,99.324
2015/12/22,2015,12,22,21,Open,2,10.173,100
2015/12/22,2015,12,22,22,Open,2,8.866,98.779
2015/12/22,2015,12,22,23,Open,2,7.845,98.986
2015/12/22,2015,12,22,24,Open,2,6.712,98.031
2015/12/23,2015,12,23,1,Open,2,6.433,99.71
2015/12/23,2015,12,23,2,Open,2,5.642,99.824
2015/12/23,2015,12,23,3,Open,2,5.154,99.926
2015/12/23,2015,12,23,4,Open,2,4.921,99.57
2015/12/23,2015,12,23,5,Open,2,4.844,99.307
2015/12/23,2015,12,23,6,Open,2,4.454,100
2015/12/23,2015,12,23,7,Open,2,3.38,95.25
2015/12/23,2015,12,23,8,Open,2,2.717,97.789
2015/12/23,2015,12,23,9,Open,2,2.45,96.457
2015/12/23,2015,12,23,10,Open,2,2.128,99.203
2015/12/23,2015,12,23,11,Open,2,2.047,98.631
2015/12/23,2015,12,23,12,Open,2,2.903,95.756
2015/12/23,2015,12,23,13,Open,2,4.869,90.009
2015/12/23,2015,12,23,14,Open,2,10.394,73.976
2015/12/23,2015,12,23,15,Open,2,13.209,67.048
2015/12/23,2015,12,23,16,Open,2,15.557,65.457
2015/12/23,2015,12,23,17,Open,2,20.079,49.309
2015/12/23,2015,12,23,18,Open,2,15.748,52.544
2015/12/23,2015,12,23,19,Open,2,9.854,63.355
2015/12/23,2015,12,23,20,Open,2,6.026,79.363
2015/12/23,2015,12,23,21,Open,2,3.775,88.718
2015/12/23,2015,12,23,22,Open,2,2.289,91.155
2015/12/23,2015,12,23,23,Open,2,1.534,92.69
2015/12/23,2015,12,23,24,Open,2,1.071,96.413
2015/12/24,2015,12,24,1,Open,2,0.77,95.557
2015/12/24,2015,12,24,2,Open,2,0.495,97.068
2015/12/24,2015,12,24,3,Open,2,0.522,97.84
2015/12/24,2015,12,24,4,Open,2,0.715,97.942
